Venue,Review ID,review,N/C,Tone,Annotated By,Date,Journal name,ESI,Article title,Review URL
,ITEES-21-1561.R1,The reviewer's questions/comments have been appropriately addressed. The paper can be accepted for publication.,3,3,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,Solving Realistic Large Scale Ill-conditioned Power Flow Cases Based on Combination of Numerical Solvers,https://publons.com/wos-op/review/13364985
,ITEES-19-1560,"Nomenclature sections should be included. 
 3. The results should be more clarity to express what contribution in the industry sector and academic field with this research by considering all the studies. 
 4. What the significant findings/contributions are and why this paper is really important have not presented properly.",5,3,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,ANALYSIS OF THE INDUCTION GENERATOR SQUIRREL CAGE DIRECTLY CONNECTED TO THE DISTRIBUTION NETWORK USING PIG METHANE GAS,https://publons.com/wos-op/review/6018416
,DOM-19-1122-OP,"The study focuses on long-term exenatide QW effect on gastric emptying and glucose absorption in healthy subjects. The topic raised by authors had not been evaluated previously in the clinical setting for long-acting GLP-1 analogues, hence, the work may be of interest for broad spectrum of the researchers. 
  
 The study is comprehensive and the manuscript is well-written and easy to read; all limitations are explicitly stated.",3,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Exenatide once weekly slows gastric emptying of solids and liquids in healthy subjects under steady-state concentrations.,https://publons.com/wos-op/review/5561414
,DOM-19-0690-RA,"This is a well conducted and interesting review on a hot topic in diabetes. 
  
 Therefore, I would like to congratulate the authors for the efforts put forward in this paper. 
  
 I have just one minor comment I hope the authors will consider to improve the manuscript: 
  
 In line with editorial guidelines, I would like to suggest a summary box with the main highlights which could be helpful for the readers.",4,5,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Role of bile acids in glucose lowering by metformin in type 2 diabetes,https://publons.com/wos-op/review/4850589
,DOM-19-0559-OP.R1,No further comments.,1,3,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Efficacy and safety of gemigliptin as add-on therapy to insulin with or without metformin in patients with type 2 diabetes mellitus (ZEUS II study),https://publons.com/wos-op/review/4972303
,DOM-19-0849-RA,"Interesting study summarising the evidence of efficacy for herbal medicine against placebo for weight loss. 
  
 There are some basic requirements that should be addressed including the use of inaccurate terms and inaccurate reporting of the quality of studies. 
  
 More information about the assessment of risk of bias is needed, and limitations of the study would improve transparency and rigour. 
  
 ALSO SEE ATTACHED DOCUMENT FOR DETAILED COMMENTS",4,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Effectiveness of herbal medicines for weight loss: a systematic review and meta-analysis of randomised controlled trials,https://publons.com/wos-op/review/5017382
,JCOP-21-583,"The authors have identified that disabilities used PIU similar to that of young people without disabilities. They have confirmed the link between PIU and psychological distress found in other studies focused on non-disabled populations. These results have important clinical implications in anxiety, and difficulties in social relationships",3,4,Deap,02-12-2022,Journal of Community Psychology,Psychiatry and Psychology,Subjective Well-Being and Vulnerability Related to Problematic Internet Use among University Students with and without Disabilities: A Comparative Study,https://publons.com/wos-op/review/13397620
,ITEES-20-2083.R1,The reviewer appreciates the authors' revisions. This paper has been replied well.,3,4,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,Coordinated Optimizations of Urban Traffic and Power Distribution Systems,https://publons.com/wos-op/review/10642413
,DOM-19-0873-BR,"A well written paper, with arguments clearly constructed. I did not find any typographical errors. 
  
 I have one suggestion. On page 5, last line it says â€œthe other statistically significant variable in the model was number of meals per dayâ€. I think this point ought to be expanded upon, presumably more meals decreases the TIR, and this is a further limitation of this kind of system.",4,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Increased Proportion of Time in Hybrid Closed-Loop â€œAuto Modeâ€ is Associated with Improved Glycemic Control for Adolescent and Young Adult Type 1 Diabetes Patients Using the MiniMed 670G Insulin Pump,https://publons.com/wos-op/review/5039513
,DOM-19-0634-RA.R3,The manuscript is now much clearer. Thank you.,3,5,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Primary versus secondary cardiorenal prevention in type 2 diabetes: Which newer antihyperglycaemic drug matters?,https://publons.com/wos-op/review/5044081
,JCOP-20-035.R1,"The article has social and academic relevance on a topic that has not yet been investigated in the Brazilian context. 
 This study provides data that contribute to the area in question and may contribute to future scientific interventions. 
 Thus, I believe that the changes made by the authors contributed to the theoretical and methodological improvement of the referred manuscript.",3,4,Deap,02-12-2022,Journal of Community Psychology,Psychiatry and Psychology,Cross-cultural adaptation and psychometric properties of the Brazilian Portuguese version of Successful Aging Scale in community-dwelling older adults,https://publons.com/wos-op/review/7815183
,DOM-21-0106-OP,Good manuscript,3,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Red Cell Distribution Width in Patients with Diabetes and Myocardial Infarction: an analysis from the EXAMINE trial,https://publons.com/wos-op/review/10648510
,IGJPS-2020-MSA-0344,"Minor corrections may be required.
 
 Reference style may be required as per guideline.",3,3,Deap,02-12-2022,Indo Global Journal of Pharmaceutical Sciences,,An Idea of Using Drug Combination Therapy Through Double-layered Dissolving Microneedles to Treat Streptozotocin-nicotinamide Induced Diabetic Rats,https://publons.com/wos-op/review/7824638
,ITEES-19-1547.R1,The revised paper can be accepted.,3,3,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,Optimal Design and Verification of Interior Permanent Magnet Synchronous Generator Based on FEA and Taguchi method,https://publons.com/wos-op/review/7835865
,DOM-20-0401-BR.R1,"Thank you for taking my comments in consideration and revising the manuscript. few minor things to address; 
  
 1. Please add ""unavailability of diabetes compilations records"" as a limitation. Also mention that generalization of this study is limited. 
 2. Provide HbA1c in % and mmol/L 
 3. it would be better to present diabetes duration in ""years"" rather than ""months""",4,5,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,"Performance of a factory-calibrated, real-time continuous glucose monitoring system during elective abdominal surgery",https://publons.com/wos-op/review/7843018
,DOM-21-1077-RA.R1,"The changes made by the authors are in line with the suggestions of the reviewers. 
 Thanks",3,5,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Adherence to and persistence with antidiabetic medications and associations with clinical and economic outcomes in people with type 2 diabetes mellitus: A systematic literature review,https://publons.com/wos-op/review/13418111
,DOM-20-0317-BR.R1,The authors have satisfactorily responded to all my questions and made the necessary changes to the manuscript. I have no further concern.,3,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Prevalence of residual inflammatory risk and associated clinical variables in patients with type 2 diabetes mellitus,https://publons.com/wos-op/review/7848284
,ITEES-19-1446.R1,My comments are addressed. Thanks.,3,5,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,A Hybrid Space Vector Modulation for the Near Zero Common-Mode Voltage and Common-Mode Current mitigation in Diode Clamped MLI Fed Induction Motor Drive,https://publons.com/wos-op/review/7850376
,DOM-21-0179-OP,"Well written, concise manuscript providing clinically relevant data regarding add-on therapy of liraglutide to SGLT2i +/- metformin. Congratulations. 
  
 Please see my comments in the pdf document. 
  
 Please consider the anaylses of HOMA.IR and the assessment of an inverse-U-shaped correlation.",4,5,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,"Efficacy of liraglutide added to sodium-glucose cotransporter-2 inhibitors in type 2 diabetes, stratified by baseline characteristics: post hoc analysis of LIRA-ADD2SGLT2i",https://publons.com/wos-op/review/10661265
,ITEES-20-0412,"This manuscript introduces the methods of cogging torque suppression, such as skew, pole arc offset, fragmented magnet structure, opening notch on magnet and stator, and slot opening, but they are all very common methods to suppress cogging torque, and the authors did not show the difference from the existing references. The innovation of this manuscript is insufficient.",4,4,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,Cogging Torque Analysis in Permanent Magnet Synchronous Generators Using FEA,https://publons.com/wos-op/review/7859054
,DOM-21-0017-BR.R1,"The authors have indeed confirmed the results obtained in this sub-study are exploratory at their best, thus confirming my initial concerns.",3,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Dapagliflozin effects on lung fluid volumes in patients with heart failure and reduced ejection fraction: results from the DEFINE-HF Trial.,https://publons.com/wos-op/review/10675916
,nanomaterials-429888,The authors have thorougfully answered to all the points raised in the initial Reviewer's report and amended their manuscript accordingly. This article is a nice contribution to Nanomaterials that could be highlighted (like with a cover picture of the journal).,3,4,Deap,02-12-2022,Nanomaterials,Materials Science,The contribution of magnetic nanoparticles to ferrogel biophysical properties,https://publons.com/wos-op/review/3747253
,ITEES-19-1584.R1,All the important modifications have been incorporated and the paper should be accepted.,3,3,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,Comparison between 2-D and 0-D Analytical Models for Slotless Double-Sided Inner Armature Linear Permanent Magnet Synchronous Machines,https://publons.com/wos-op/review/7899006
,DOM-19-0610-OP,Good manuscript!,3,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Effects of Sodium Glucose Co-transporter 2 Inhibitors on Serum Alanine Aminotransferase Values in Type 2 Diabetes Patients: A Multi-Institutional Cohort Study,https://publons.com/wos-op/review/4670585
,ITEES-19-1341.R1,"This paper presents a good work. The topology and control methods have several advantages like fewer power devices, higher voltage gain, etc. 
 I think more simulation results of the performance of the induction motor should be given in the next version. For example, the trajectory of flux linkage.",4,4,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,Direct Torque Control of Two Induction Motors Fed by Z-Source 5-leg power Inverter,https://publons.com/wos-op/review/7929556
,ITEES-21-1313,It seems revised version of paper. Authors addressed the previous concerns,3,4,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,Nonlinear Analysis of Interleaved Boost Converter with a Novel Valley V2 Control,https://publons.com/wos-op/review/12058061
,DOM-20-0478-OP,See attached document,3,3,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Vitamin D for treatment of non-alcoholic fatty liver disease detected by transient elastography: a randomised double-blind placebo controlled trial,https://publons.com/wos-op/review/7957185
,DOM-19-0976-OP,"The manuscript is of interest for the readers of the journal of Diabetes Obesity and Metabolism. 
  
 My major concerns are as follows; 
  
 The authors described that â€œThere was a small increase in SMBG in the initial two weeksâ€. 
 However, the increase of SMBG by 22.5 mg/dL is clinically important. 
  
 In the Abstract and Conclusions part, the authors should emphasize that â€œclinicians who are transitioning therapy in patients should be aware of this potential transient rise in SMBGâ€.",5,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Benefits of insulin degludec/liraglutide (IDegLira) are maintained even in patients discontinuing sulphonylurea or dipeptidyl peptidase-4 inhibitor upon initiation of IDegLira therapy,https://publons.com/wos-op/review/5357270
,ITEES-20-0071.R1,"I think the authorâ€™s response to the reviewerâ€™s concern is justified. The authors have addressed the reviewerâ€™s concern, they have provided enough references to support their findings. I think this paper can be published in the International Transaction on Electrical Energy System journal.",3,4,Deap,02-12-2022,International Transactions on Electrical Energy Systems,Engineering,Interactive FACTS and Demand Response Program as an Incremental Welfare Consensus for Maximizing Wind Power Penetration,https://publons.com/wos-op/review/7967670
,DOM-19-0797-OP.R2,There are no additional comments. I am convinced again that the revised manuscript has already been completely revised.,3,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,"Pharmacokinetics and pharmacodynamics of rongliflozin, a novel selective inhibitor of sodiumâ€“glucose co-transporter type 2, in patients with type 2 diabetes mellitus",https://publons.com/wos-op/review/5169184
,DOM-19-0797-OP.R2,I have no further comment. The manuscript looks fine.,3,3,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,"Pharmacokinetics and pharmacodynamics of rongliflozin, a novel selective inhibitor of sodiumâ€“glucose co-transporter type 2, in patients with type 2 diabetes mellitus",https://publons.com/wos-op/review/5156352
,DOM-19-0953-OP,"Evaluation of the paper DOM-19-0953-OP @Liraglutide for perioperative management of hyperglycemia in cardiac surgery patients: a multicenter randomized superiority trial. 
  
 A well written paper on a useful issue with practical implications.",3,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Liraglutide for perioperative management of hyperglycemia in cardiac surgery patients: a multicenter randomized superiority trial,https://publons.com/wos-op/review/5205773
,DOM-20-0479-OP,"This is a very interesting article, well written, and covering the most important effect of testosterone therapy on metabolism, body composition and mortality risk. 
  
 However, considering the great change in body weight (-19.3 Â± 0.4) during the treatment it should be explained the nutritional condition or if patients followed a calorie restricted diet and made physical exercise.",4,4,Deap,02-12-2022,"Diabetes, Obesity and Metabolism",Clinical Medicine,Remission of type 2 diabetes following long-term treatment with injectable testosterone undecanoate in patients with hypogonadism and type 2 diabetes: 11-year data from a real-world registry study,https://publons.com/wos-op/review/7997099
NIPS,432,I believe that the results are interesting given the relatively more general assumptions. I also liked the examples of Section 5 which more clearly show fast rates for some problems.  I suggest the authors to include some ideas for future work in the current manuscript.  === AFTER REBUTTAL ===  The authors only addressed Reviewer 4.,4,3,Rahul,02-12-2022,,,,
,899,"The paper proposes a new way to estimate entropy from Markov Chain samples and provides an analysis of how many samples are enough for consistent estimation. I canât say that I understand the paper well enough to do a good judgement, but the results seem interesting and useful, and I like the example experiment. Can you please shed some light on why it could be the case that your theory suggests that PTB should be easier than 1BW, but in practice opposite holds true (Fig 1)?",4,5,Rahul,02-12-2022,,,,
,655,"The paper tackles the sample complexity of a private agnostic PAC learner. The theoretical explanations could be stimulating for various future work. However, the paper ended abbruptly and continueing in the supplementary file is not mandatory. The authors have to restructure their paper such that implications and the final disvussion fit within the length of the contribution.",3,4,Rahul,02-12-2022,,,,
,388,This paper is not in my area of expertise.,2,2,Rahul,02-12-2022,,,,
,491,"The paper presents two new algorithms for solving the sparse linear regression problem, and show that the proposed methods have a better sample complexity compared to the existing methods. Different from the popular RIP or linear independence assumptions, the paper assumes restricted smoothness and restricted strong convexity instead.   Just one question: I assume the H_s above line 117 and in Algorithm 1  is a projection, but it seems not defined in the draft? ",3,3,Rahul,02-12-2022,,,,
,59,"The paper is very clear, provides a good mathematical description, is pleasant to read and expresses in clear terms the problem it is trying to solve, namely improving fine-tuning performances for fine-grained classification using maximum entropy training.  MET is relatively easy to implement and does improve performance. However, on some examples the gain is very small. This is an incremental contribution but one of good quality.",3,4,Rahul,02-12-2022,,,,
,183,"This paper proposes to use HSGD with hard thresholding for L0 or rank constrained problems. The paper exhibits improved rates compared to state-of-the-art SVRG and SGD approaches, and proposes an accelerated variant using the heavy-ball method. Numerical experiments are convincing and illustrate the improvement compared to state-of-the-art baselines. I think that this is a good paper, which provides an interesting contribution to the field. ",3,3,Rahul,02-12-2022,,,,
,145,I read the reply by the authors and I am satisfied by their answer.,2,4,Rahul,02-12-2022,,,,
,630,"This paper adds diminishing / accelerating return constraints to lattice models. The authors showed with the additional knowledge of features, their approach can reduce the testing error on some datasets. I think the idea of the paper, that to utilize human knowledge when the data is scarce, is very interesting. Utilizing diminishing / accelerating return constraints is novel according to my knowledge. ",3,3,Rahul,02-12-2022,,,,
,130,The paper presents novel reinforcement learning algorithms for environments with rich observations. The paper lacks experiments but has some theoretical justifications. Impact of the submission is thus unclear to me.,2,2,Rahul,02-12-2022,,,,
,452,This paper studies the problem of minimizing the population risk by the proposed ZPSGD algorithm.  The main contribution of this work is the new algorithm that can find an \epsilon approximate local minima of this nonconvex optimization problem. The paper is well-written but lacks the numerical results which can show the superiority of the proposed methods compared with the existing works.,3,4,Rahul,02-12-2022,,,,
,55,"The main contribution of this paper is the idea of a pertinent negative explanation, i.e. the idea of some features that, were they present in the instance, would change the classification. While not entirely new, it is presented here in a logical and convincing fashion.   While the paper illustrates this extensively on MNIST (a pertinent positive if ever there was one!), the paper goes beyond this and experimentally evaluates it on two other, quite different domains. ",3,4,Rahul,02-12-2022,,,,
,811,"The paper is well written. It is, however, dense in many places, which makes the reading hard at the first glance. A supplementary that introduces key concepts on Legendre decomposition. The interesting idea is to compute a unique decomposition of a non-negative input tensor with a given choice of the parameter basis. Although the tensor notion is not really used in the algorithm, it does well in the limited numerical experiments. To this end, I consider the work a good contribution.  ",4,4,Rahul,02-12-2022,,,,
,342,"The authors investigate the problem of graph reconstruction via random walks when partial information about node similarities is observed. The problem is very interesting from a data privacy perspective. The paper is well-written, clearly organized, and interesting. Having said that, I am not very well versed in the graph reconstruction or privacy literature, and feel that I cannot comment on the significance or originality of the work.",2,2,Rahul,02-12-2022,,,,
,220,"The paper seems well-written and technically sound. I also believe that the application is very important. Estimating conditional distributions is a very difficult and important task. However, it is  not easy to read it and the presentation of used techniques can be improved.  ",3,3,Rahul,02-12-2022,,,,
,853,"Most methods used for estimating causal quantities from observational data relf on unconfoundedness i.e. there exist no unobserved confounders between treatment and outcome. In reality however, this assumption is rarely satisfied. Assuming that unconfoundedness holds (when it doesnât) can create major complications in sensitive applications such as medicine. This paper develops a framework for policy improvement that works well in the presence of confounding. ",3,4,Rahul,02-12-2022,,,,
,942,"The paper proposes a framework to work with approximate Bayesian computation in an optimisation setting.   While the idea is interesting, the presentation is a bit limited: there are many English errors and there is a clear point which is not well explained: from equation (5) on the loss function is intended to be either negative or positive, so that the minimisation problem is meaningless. ",3,4,Rahul,02-12-2022,,,,
,341,"The authors of this manuscript propose an attention strategy in GAN for image-to-image translation. Their experiments show that the proposed method can well generate better objects without changing the background. Compared with existing GAN method, it is clearly a significant improvement. ",3,4,Deap,02-12-2022,,,,
,444,"This paper shows an optimal rate for the non-ergodic sequence governed by the Augmented Lagrangian.  This is theoretically an interesting result. The numerical illustration for the square-root LASSO looks to be good but in the square-root elastic net problem, it seems that the Chambolle-Pock decreases stably while NAPALA seems to be flatter.",4,4,Deap,02-12-2022,,,,
,787,"The paper presents a new method of RL and draws the connection to previous work very well. I am not an expert in all of the presented methods, which is why I cannot clearly asses the novelty of the presented approach. The results are convincing.",3,2,Deap,02-12-2022,,,,
,64," I enjoyed reading this paper. In particular, I liked the compact comparison in Table 1. I believe that the results are interesting.  Unfortunately, the authors have not tested their algorithm experimentally with some synthetic cases, for instance.  === AFTER REBUTTAL ===  I thank the authors for including some experiments in the rebuttal. I raise my evaluation from 6 to 7, mainly because I reconsidered the importance and impact of the theoretical results.       ",4,5,Deap,02-12-2022,,,,
,595,"The paper presents a new idea, which is very important in my eyes. The authors propose to jointly train two opposing tasks, in this case an image captioning and image generation model. They prove the effectiveness of their idea, whihc is also of interest for many other applications.",3,4,Deap,02-12-2022,,,,
,633,The paper seems well-written and technically sound. I suggest to improve the presentation and the clarity of section 3.1.,4,3,Deap,02-12-2022,,,,
,382,"The authors propose a differentially private algorithm for robust low-rank approximation that improves both the multiplicative approximation and the additive error significantly. They also adapt this algorithm to differentially private robust subspace learning where the additive error does not scale with the size of the dataset but the rank.  It is a well-written, clear paper. The topic is important and the results are significant.",3,4,Deap,02-12-2022,,,,
,589,"This paper is interesting and shows some meaningful results for understanding the loss landscape of deep CNNs. However, I do not feel the contribution of a visualization technique is sufficient. Instead of applying the proposed technique to explain the well-known models (and some conclusions are also well-known in deep learning community), it will make the paper stronger if the paper can investigate some new model architectures or loss functions.",4,3,Deap,02-12-2022,,,,
,448,"The paper is correct and OK, but the idea is not that novel.",3,3,Deap,02-12-2022,,,,
,981,This paper provides the first sublinear time algorithm for the subspace approximation problem in the streaming and in the distributed settings of computation. Subspace approximation is an important machine learning problem. The paper is very well written and i found the results interesting and important. One weakness of the paper is that the experimental results are short and not very informative.,4,4,Deap,02-12-2022,,,,
,403,"The current advances in neural networks have amazing experimental results but they lack good theoretical understanding. This paper is another attempt in linking some neural networks to methods of statistical physics (see e.g. also âThe Loss Surfaces of Multilayer Networksâ, Choromanska et al., AISTATS 2015).  The paper has several very interesting ideas, derivations, and insights, even though the final results are not overwhelming.",4,4,Deap,02-12-2022,,,,
,701,"The paper is solid and describes a major contribution to the field of Statistical Machine Learning.  Edward2 is a leap-forward over the existing state-of-the-art, i.e. Edward. I expect it to allow for significantly improved development times for statistical models. ",3,4,Deap,02-12-2022,,,,
,251,The authors introduce,2,3,Deap,02-12-2022,,,,
,9,"This submission is pretty out of my expertise. I just carefully read the intro part and feel it is well written. One question: you show a nice regret upper bound. It will be nicer if you can show some hardness result (lower bound). In that way, the audience knows better how to appreciate the tightness of your results.",4,4,Deap,02-12-2022,,,,
,651,"This paper studies a concept called dual policy iteration, a bunch of extensions from a theoretical perspective is provided. Albeit that several examples are provided to show the superiority of the proposed method, the evaluations are still not convincing. I would like to see if other two-policy strategy approaches (such as those mentioned in the second paragraph in âintroductionâ) can perform well, without that I can not judge the practical contribution of the presented work.",5,3,Deap,02-12-2022,,,,
,418,This study considers the role  of  third-order smoothness of nonconvex objective functions in the context of stochastic stochastic optimization.  The results show how this can help in escaping saddlepoints. The core result consist in a novel descent algorithm based on negative curvature estimates.  The  algorithm has decrement guarantees which improve state of the art. The author also design  an efficient  practical algorithm for escaping saddles.  A solid paper which I would accept.,3,4,Deap,02-12-2022,,,,
,138,This paper is well written. The proposed idea is sound. Introducing memory augmented encoder-decoder is interesting work.,3,4,Deap,02-12-2022,,,,
,875,This paper builds on the probabilistic interpretation of MAML (e.g. Grant et al.) The proposed inference procedure allows for meta-learning for few-shot learning problems in which the small amount of data makes the given task ambiguous.  The paperâs writing is clear. The theory is relevant to extending MAML to a distribution over parameters. Experiments highlight the advantages (dealing with ambiguity in tasks) of the proposed method.,3,3,Deap,02-12-2022,,,,
,206,"I am not an expert on submodular optimization, I therefore only focussed on the convex optimization problem and the coordinate descent algorithm part.  Algorithm 1 is a way how to implement the standard coordinate descent algorithm when probabilities of choosing coordinates are coming from given distribution P.  the description of the algorithm is following the standard in the literature  ",3,3,Deap,02-12-2022,,,,
,955,"This paper studies which properties of a distribution can be elicited in an incentive compatible way, and previous characterization shows a characterization of such properties. This paper shows that every such property can in fact be elicited by a convex loss functions. This is a very nice result. It also gives new loss functions for some of the properties.  ",3,4,Deap,02-12-2022,,,,
,16,"The paper proposes a deep network for image super-resolution using res-clique blocks, already existing in the literature. It is a fairly direct application of the original clique architecture, but seems like a good choice of architecture. The clique blocks are used in two different roles: feature extraction and upsampling.  The quantitative and qualitative results show good performance compared with existing baselines. ",3,4,Deap,02-12-2022,,,,
,478,"Interesting concept but not sure how relatively valuable the contribution is. Quality of the writing is good and creativity of the idea. No issues with novelty and clarity, and the authors have addressed data concerns with comparable experiments within the similar category. Some concerns with the data have already been outlined by the authors. It would have been nice to read further suggestions or solutions to address those concerns.",3,4,Deap,03-12-2022,,,,
,21,"This paper develops algorithms for isotonic regression with non-convex objectives, generalising the usual Euclidean distance. The main idea is to approximate the optimal solution through the use of a set of grid points, and then successively pruning those.   I think the work is solid and sound but perhaps of interest to a fairly limited audience only.   A few typos:   Last sentence of Section 1: ""the works by Bach Bach ... applies""  Caption of Fig.2: the second ""convex"" should be ""concave"". ",3,4,Deap,03-12-2022,,,,
,534,The paper is proposing a interesting approach for multiset prediction and compares against many other baselines. The approach seems simple to implement with any software that can compute gradients.  The authors should consider including a discussion on the cicumstances under which the proposed loss approximates well/badly the per step loss for every possible state.,4,4,Deap,03-12-2022,,,,
,456,- The problem is interesting and worth studying. - The author(s) propose a solution for general activation functions. This problem is still unexplored before.,3,4,Deap,03-12-2022,,,,
,603,"This paper provides theoretical analysis for effect of perturbations on network performance. In addition it also provides way of integrating these properties with network training by using them as a additional training loss. The paper is very well written, analysis are very clear and theorems are well organized and easy to read. Good job!",3,5,Deap,03-12-2022,,,,
,950,This paper extend the CycleGAN by spliting the latent code into content and domain parts and achieves encouraging results in one-to-many unsupervised image-to-image translation. The entire framework is clean and well motivated. The paper is clearly written and easy to follow.  It would be better to evaluate the chosen of hyper-parameters and show the influence of hyper-parameters on the performance.,4,4,Deap,03-12-2022,,,,
,521,This submission is pretty out of my expertise. I just carefully read the intro part and find it is well written and very clear.,3,4,Deap,03-12-2022,,,,
,989,"This paper extends the work of BalleÌ et al. from GSM model to GMM model, and also added an autoregressive model with the hyper-prior. By doing that the paper reached a better performance compared to baseline approaches including Balle et al. As I don't have deep understanding of the context and the previous literature, I can't judge too much of the technical quality here. ",3,3,Deap,03-12-2022,,,,
,257,"The submission could have been written with more clarity despite an interesting modeling framework. At times, the language and phrasing comes across more convoluted than how it could have been expressed. However, the proposed method is creative in its approach and could be a valuable contribution. Addressing constraints and concerns with the method proposed would have been welcome, along with suggestions for future research.",4,3,Deap,03-12-2022,,,,
,396,"The paper provides a very nice summary of the state-of-the-art and cites all the relevant publications. So, clearly the authors know the literature. They then provide a very nice and simple model that outperforms the other competing models or matches performance, while being simpler.   The only additional thing I would have liked to see is an analysis of where their model outperforms other competing models. And where they might not.",4,4,Deap,03-12-2022,,,,
,147,"The paper focuses on developing CNN that is usable at mobile devices. The authors believe that the main problem of massive parameters comes from the convolutional filter, and they introduce spatial- and channel-based versatile filters. Experiments are also well designed, results (especially Table 4) verify the claims raised by the authors. I think it is a neat article, which is acceptable.  ",3,4,Deap,03-12-2022,,,,
,242,"The paper was too technical for a conference review (with 34 pages of supplement!), that too within a short period of time. I glanced over the high level contributions and if the proofs are correct, would definitely fit into the theoretical niche areas of NIPS. I would defer to the opinion of other reviewers who might have been able to provide more time to the paper for a thorough review.",3,4,Deap,03-12-2022,,,,
,242,"This submission may contain some important results, but I did not see clear motivation to consider these losses (only the second paragraph in the Introduction, which is not very convincing). And, it is not clear why new algorithms are needed. I understand that this submission is theoretical, but it would be good to mention some potential applications or when and where we should use these new losses and the new algorithms. ",5,3,Deap,03-12-2022,,,,
,980,"The paper proposes a novel sampling method using thermostat assisted continuous tempering for HMC. The proposed method helps to sample iid data from multi-modal distributions and neutralises biases from mini-batch samples.  The paper is very well written and easy to follow. The experiment results are both visually appealing and positive on both the toy and real world datasets. It would be nice if the authors also measured the ESS of the samples and compared it to standard HMC, and preconditioned HMC.",4,4,Deap,03-12-2022,,,,
,455,"Interesting paper on an interesting topic. Contains theoretical results, a numerical  algorithm, and numerical experiments.  Perhaps some additional references on surrogate loss functions and their risk should be mentioned on page 4, line 128. ",4,4,Deap,03-12-2022,,,,
,569,"Universal approximation theoresm have been of interest in Mathematics and, more recently, in Neural Networks. There are different classes of approximators: polynomials, wide neural neworks, deep neural networks, etc. The paper is the first to show that width-limited ResNets are universal approximators. This has been an open problem.",3,3,Deap,03-12-2022,,,,
,247,"The paper discusses a faster algorithm for finding local minima in  non-convex problems. The authors provide   theoretical guarantees. They argue that as a byproduct thier rigorous results  could help in desiging novel algorithmic schemes.  This is a solid paper, incremental but still worth accepting (in my opinion). Other manuscripts provide almost equivalent results.",3,4,Deap,03-12-2022,,,,
,786,"The paper proposes co-teaching which uses the result that deep learning models learn easy instances first. One network is used to select the examples for the target network. The paper shows that for two type of noise, Co-teaching outperforms several baselines including Mentornet. The authors have demonstrated the effectiveness on vision and language datasets.   I have one suggestion: The paper is mostly empirical and analysis will strengthen the results.",4,3,Deap,03-12-2022,,,,
,863,Authors propose an interesting insight into analyzing dynamics in CNNs. The paper is well written and straight forward to understand.,3,4,Deap,03-12-2022,,,,
,445,"The submission could have been written with more clarity despite an interesting proposed framework. At times, the language and phrasing comes across more convoluted than how it could have been expressed. However, the proposed method is creative in its approach and would be a valuable contribution to the BCI field. Addressing constraints and concerns with the method proposed would also have been welcome, alongside the proposed future research within ALS.",4,3,Deap,03-12-2022,,,,
Publons,M22020069.R1,I thank the authors for addressing any of my comments.,3,5,Rahul,4/12/2022,Journal of Bone and Mineral Research,Biology and Biochemistry,"Epidemiology, pathophysiology and genetics of primary hyperparathyroidism",https://publons.com/wos-op/review/16559200
,M22020071.R1,The manuscript has been revised and it is improved,3,3,Rahul,4/12/2022,Journal of Bone and Mineral Research,Biology and Biochemistry,Hypoparathyroidism: Genetics and Diagnosis,https://publons.com/wos-op/review/16565633
